ID,Pred
2022_1112_1163,0.6724888540344287
2022_1112_1166,0.7471449174720087
2022_1112_1168,0.8769001107096921
2022_1112_1172,0.710453491537911
2022_1112_1174,0.8395738143422143
2022_1112_1181,0.5769458116453972
2022_1112_1209,0.8440133364031337
2022_1112_1211,0.5008666133811935
2022_1112_1222,0.5722078211290389
2022_1112_1228,0.6504897211562797
2022_1112_1231,0.7846104052344846
2022_1112_1234,0.589920106426091
2022_1112_1235,0.8496024415439606
2022_1112_1240,0.8301290090493476
2022_1112_1242,0.5491505280473734
2022_1112_1246,0.5720791655389867
2022_1112_1255,0.7951381563399589
2022_1112_1260,0.7396703770865879
2022_1112_1261,0.7933214887269209
2022_1112_1266,0.8018900544002922
2022_1112_1272,0.7055774541895078
2022_1112_1274,0.7437044094880925
2022_1112_1276,0.7408451336729501
2022_1112_1277,0.7402308254734609
2022_1112_1286,0.8034214607014578
2022_1112_1293,0.6909271089262563
2022_1112_1308,0.7805467742494171
2022_1112_1313,0.8566409113882592
2022_1112_1314,0.6803845989272099
2022_1112_1323,0.7498020174335536
2022_1112_1326,0.7482230953709437
2022_1112_1344,0.6849356888137866
2022_1112_1345,0.5603577169502922
2022_1112_1350,0.7588371995071109
2022_1112_1353,0.7848017754510437
2022_1112_1355,0.6706614645403023
2022_1112_1361,0.7652093123528784
2022_1112_1362,0.774278660049526
2022_1112_1371,0.7578084095491479
2022_1112_1388,0.7033069201472246
2022_1112_1389,0.8764094623439803
2022_1112_1394,0.8914073841158445
2022_1112_1395,0.7934504701790837
2022_1112_1397,0.5622708774890738
2022_1112_1400,0.7550260382498102
2022_1112_1403,0.6884684933307903
2022_1112_1411,0.8917416388976807
2022_1112_1412,0.7229154473884426
2022_1112_1417,0.6302229923331143
2022_1112_1425,0.7048771772391019
2022_1112_1436,0.7286651203122748
2022_1112_1437,0.5410592535364361
2022_1112_1439,0.6494115002472485
2022_1112_1458,0.7058420947207095
2022_1112_1460,0.8417982533457389
2022_1112_1461,0.7920737501090857
2022_1112_1463,0.8585781131189952
2022_1116_1120,0.47479703295149844
2022_1116_1124,0.40746347045729125
2022_1116_1129,0.5184100236107282
2022_1116_1136,0.7117438928211501
2022_1116_1151,0.6009876900904335
2022_1116_1159,0.6275695459362969
2022_1116_1161,0.5163072470733057
2022_1116_1163,0.4979290334302689
2022_1116_1166,0.5858875772226593
2022_1116_1168,0.7641084374800116
2022_1116_1172,0.5503211785172745
2022_1116_1174,0.7149778219840206
2022_1116_1181,0.4039882045001204
2022_1116_1209,0.7160074003684133
2022_1116_1211,0.33067088884286744
2022_1116_1222,0.3979560861829446
2022_1116_1228,0.4766427584033879
2022_1116_1231,0.6330515410359789
2022_1116_1234,0.4162127991097878
2022_1116_1235,0.722332047062588
2022_1116_1240,0.7156812236235262
2022_1116_1242,0.3684224355697002
2022_1116_1246,0.39423657937890144
2022_1116_1255,0.6638505955293855
2022_1116_1260,0.5830472664900678
2022_1116_1261,0.6426427866625772
2022_1116_1266,0.6548660580414625
2022_1116_1272,0.5323690860885186
2022_1116_1274,0.5840833574655834
2022_1116_1276,0.578173985099959
2022_1116_1277,0.5763249135499146
2022_1116_1286,0.6646557095651145
2022_1116_1293,0.5377228544411894
2022_1116_1308,0.6327851945450382
2022_1116_1313,0.7398355752975976
2022_1116_1314,0.5055188760436653
2022_1116_1323,0.5934590856748401
2022_1116_1326,0.5973353238553412
2022_1116_1344,0.5103429797608131
2022_1116_1345,0.39236162592227386
2022_1116_1350,0.5997157957953919
2022_1116_1353,0.6314036335915595
2022_1116_1355,0.518657288190149
2022_1116_1361,0.6086972881600652
2022_1116_1362,0.6283956009622986
2022_1116_1371,0.5963299207542221
2022_1116_1388,0.5322014662993071
2022_1116_1389,0.7625811796214041
2022_1116_1394,0.791069125608023
2022_1116_1395,0.6430816163305353
2022_1116_1397,0.38391401570555383
2022_1116_1400,0.5963769390432593
2022_1116_1403,0.5129363734608257
2022_1116_1411,0.7857285127023625
2022_1116_1412,0.5657447289295718
2022_1116_1417,0.4522190695737975
2022_1116_1425,0.5350048322758094
2022_1116_1436,0.5796959118975242
2022_1116_1437,0.36456353550883625
2022_1116_1439,0.4765830141414422
2022_1116_1458,0.5366383127059663
2022_1116_1460,0.7166719797664658
2022_1116_1461,0.649061444037929
2022_1116_1463,0.7352574795744534
2022_1120_1124,0.43167844975710484
2022_1120_1129,0.5439957385683889
2022_1120_1136,0.7387823208533082
2022_1120_1151,0.6261867892749069
2022_1120_1159,0.652225379135433
2022_1120_1161,0.5416125225249796
2022_1120_1163,0.522925692761414
2022_1120_1166,0.6104170194253788
2022_1120_1168,0.7910242227489814
2022_1120_1172,0.5737792761917543
2022_1120_1174,0.7427752345702837
2022_1120_1181,0.4246582106372698
2022_1120_1209,0.7428355622949638
2022_1120_1211,0.3490786099432531
2022_1120_1222,0.41987901228006563
2022_1120_1228,0.4996107260258363
2022_1120_1231,0.6596199361286065
2022_1120_1234,0.4370638325540555
2022_1120_1235,0.7470913211263881
2022_1120_1240,0.7433524157766271
2022_1120_1242,0.39342864169642
2022_1120_1246,0.4169785373966094
2022_1120_1255,0.689839763413514
2022_1120_1260,0.6082998791769245
2022_1120_1261,0.6676593629562211
2022_1120_1266,0.6817793642848242
2022_1120_1272,0.5586465663127422
2022_1120_1274,0.6107545225880002
2022_1120_1276,0.604060933254031
2022_1120_1277,0.602375736609388
2022_1120_1286,0.6911437227538441
2022_1120_1293,0.5589643896345886
2022_1120_1308,0.6596117389202629
2022_1120_1313,0.7693481932195092
2022_1120_1314,0.5306997934651462
2022_1120_1323,0.618927112911301
2022_1120_1326,0.6217542381946989
2022_1120_1344,0.5347235878736869
2022_1120_1345,0.41101455835429734
2022_1120_1350,0.6263013139621509
2022_1120_1353,0.6565463889226538
2022_1120_1355,0.538126757827558
2022_1120_1361,0.6337674064692603
2022_1120_1362,0.654122020547905
2022_1120_1371,0.6220901586878382
2022_1120_1388,0.5577122454921621
2022_1120_1389,0.7875426622543459
2022_1120_1394,0.8207073171110723
2022_1120_1395,0.6702178464409998
2022_1120_1397,0.409647868958546
2022_1120_1400,0.6216050698793593
2022_1120_1403,0.5384349953801018
2022_1120_1411,0.81274564836669
2022_1120_1412,0.590435536225639
2022_1120_1417,0.4774249290561042
2022_1120_1425,0.5606668246305744
2022_1120_1436,0.6029404607087704
2022_1120_1437,0.3897365953312078
2022_1120_1439,0.5008365287488155
2022_1120_1458,0.561582845516785
2022_1120_1460,0.745787094195748
2022_1120_1461,0.6738397922604816
2022_1120_1463,0.7617049808134282
2022_1124_1129,0.609464059790691
2022_1124_1136,0.7902104707504808
2022_1124_1151,0.6854340243747379
2022_1124_1159,0.7099328577619501
2022_1124_1161,0.6077028186244557
2022_1124_1163,0.5898537003355913
2022_1124_1166,0.671914454496795
2022_1124_1168,0.8365579178893177
2022_1124_1172,0.6376674190498306
2022_1124_1174,0.7929211387479818
2022_1124_1181,0.4920464586955314
2022_1124_1209,0.7938529860861254
2022_1124_1211,0.41466094626051614
2022_1124_1222,0.48612508558732614
2022_1124_1228,0.568706298495333
2022_1124_1231,0.7184698714720618
2022_1124_1234,0.5052815515159232
2022_1124_1235,0.7978448960907337
2022_1124_1240,0.78915346066017
2022_1124_1242,0.4600815182479594
2022_1124_1246,0.484264627440565
2022_1124_1255,0.7440546505510239
2022_1124_1260,0.6704439330360794
2022_1124_1261,0.7276211368961465
2022_1124_1266,0.7375640895582581
2022_1124_1272,0.6262011441099751
2022_1124_1274,0.6734885481275625
2022_1124_1276,0.6682918258001128
2022_1124_1277,0.6669853995536552
2022_1124_1286,0.7475929315603633
2022_1124_1293,0.6207451174155842
2022_1124_1308,0.7173832874985849
2022_1124_1313,0.8159038742014698
2022_1124_1314,0.5979845697478144
2022_1124_1323,0.6801579050349517
2022_1124_1326,0.6829840819078488
2022_1124_1344,0.6013071274422621
2022_1124_1345,0.4747225436445257
2022_1124_1350,0.6876835546769816
2022_1124_1353,0.7157468992244505
2022_1124_1355,0.5990980624542115
2022_1124_1361,0.6920613059904812
2022_1124_1362,0.7132805555995197
2022_1124_1371,0.6853048267332713
2022_1124_1388,0.6233940422348738
2022_1124_1389,0.8329905785569924
2022_1124_1394,0.8596963696147972
2022_1124_1395,0.7286801219780585
2022_1124_1397,0.47470666767288305
2022_1124_1400,0.6840141977798465
2022_1124_1403,0.6059726991004952
2022_1124_1411,0.8542586927498692
2022_1124_1412,0.6530047078660812
2022_1124_1417,0.5449873365128632
2022_1124_1425,0.6273160145638275
2022_1124_1436,0.663073825391773
2022_1124_1437,0.4536607505090597
2022_1124_1439,0.5662490592172816
2022_1124_1458,0.6252323796338783
2022_1124_1460,0.7946809457583756
2022_1124_1461,0.7314778848288155
2022_1124_1463,0.8104201373734321
2022_1129_1136,0.7085013327689466
2022_1129_1151,0.5898009569063668
2022_1129_1159,0.6187563410765958
2022_1129_1161,0.4977993772233251
2022_1129_1163,0.47951753481789366
2022_1129_1166,0.5669037878711458
2022_1129_1168,0.7639794068088324
2022_1129_1172,0.5341808854452991
2022_1129_1174,0.7128210159208603
2022_1129_1181,0.38513530174351934
2022_1129_1209,0.7089560342613674
2022_1129_1211,0.31188823541910715
2022_1129_1222,0.37933234629845913
2022_1129_1228,0.45922179999504603
2022_1129_1231,0.6182011084522046
2022_1129_1234,0.3964345024215537
2022_1129_1235,0.7116261657201656
2022_1129_1240,0.7185124657585216
2022_1129_1242,0.35288585660767874
2022_1129_1246,0.3762512210049786
2022_1129_1255,0.6584695857153794
2022_1129_1260,0.5701062371016739
2022_1129_1261,0.6283185290793282
2022_1129_1266,0.6418436849947502
2022_1129_1272,0.5152952181870922
2022_1129_1274,0.5706180764357884
2022_1129_1276,0.5633903978018132
2022_1129_1277,0.5610913164325426
2022_1129_1286,0.6570867400825846
2022_1129_1293,0.520517325329488
2022_1129_1308,0.6212406697729782
2022_1129_1313,0.7407443170123997
2022_1129_1314,0.4887724463091059
2022_1129_1323,0.5789688453414092
2022_1129_1326,0.5847511689235203
2022_1129_1344,0.4921658916148802
2022_1129_1345,0.3716620457233699
2022_1129_1350,0.5843188913712346
2022_1129_1353,0.6150587161437548
2022_1129_1355,0.5013178365972722
2022_1129_1361,0.5899351011233599
2022_1129_1362,0.6184932481657723
2022_1129_1371,0.5797225235497964
2022_1129_1388,0.5139167277759551
2022_1129_1389,0.7573105177285486
2022_1129_1394,0.8002845856423447
2022_1129_1395,0.630064751202818
2022_1129_1397,0.36985858483651857
2022_1129_1400,0.5799538648433099
2022_1129_1403,0.49548363767897047
2022_1129_1411,0.7860462123823783
2022_1129_1412,0.5509824228559095
2022_1129_1417,0.4345995539859305
2022_1129_1425,0.5182357915020401
2022_1129_1436,0.5668099154871565
2022_1129_1437,0.3491940896382816
2022_1129_1439,0.4586612478527688
2022_1129_1458,0.516743406517095
2022_1129_1460,0.7159559407413343
2022_1129_1461,0.6371651351488526
2022_1129_1463,0.729053930072347
2022_1136_1151,0.35735630840105304
2022_1136_1159,0.3915091421635108
2022_1136_1161,0.28298882786011464
2022_1136_1163,0.27109062988647514
2022_1136_1166,0.3476907988774373
2022_1136_1168,0.5767360214440738
2022_1136_1172,0.3053370015320091
2022_1136_1174,0.5094717482720688
2022_1136_1181,0.1950376585130374
2022_1136_1209,0.49027947318560816
2022_1136_1211,0.15156817186715138
2022_1136_1222,0.19360425834996925
2022_1136_1228,0.2516996844986443
2022_1136_1231,0.389546262273052
2022_1136_1234,0.2022082208796477
2022_1136_1235,0.4899894023305743
2022_1136_1240,0.5376902253421929
2022_1136_1242,0.19295105970228582
2022_1136_1246,0.19360078429977207
2022_1136_1255,0.4417145954436823
2022_1136_1260,0.33787305751004604
2022_1136_1261,0.3982235004636816
2022_1136_1266,0.4122992951684131
2022_1136_1272,0.2990108790270805
2022_1136_1274,0.34038306889253667
2022_1136_1276,0.3349036757106755
2022_1136_1277,0.3355468582212784
2022_1136_1286,0.4331976087763969
2022_1136_1293,0.29024245221504474
2022_1136_1308,0.3915127443731726
2022_1136_1313,0.558848641806444
2022_1136_1314,0.2783759171504593
2022_1136_1323,0.34811756157254303
2022_1136_1326,0.35210836393950024
2022_1136_1344,0.28933708372196576
2022_1136_1345,0.18299320045782153
2022_1136_1350,0.3563704061858982
2022_1136_1353,0.38617228844535123
2022_1136_1355,0.2711214155730018
2022_1136_1361,0.3682105946429528
2022_1136_1362,0.38833258849258
2022_1136_1371,0.35477882212792844
2022_1136_1388,0.2993361192202735
2022_1136_1389,0.5555749800660005
2022_1136_1394,0.6782857292350132
2022_1136_1395,0.3994300067681562
2022_1136_1397,0.21916110491703114
2022_1136_1400,0.3534287872378131
2022_1136_1403,0.28764158328056577
2022_1136_1411,0.6105305271386616
2022_1136_1412,0.32021194297569766
2022_1136_1417,0.24040758425495506
2022_1136_1425,0.29904090314245635
2022_1136_1436,0.3347676693872849
2022_1136_1437,0.1978355901895491
2022_1136_1439,0.25164511274467205
2022_1136_1458,0.3107900399639434
2022_1136_1460,0.5171875041575085
2022_1136_1461,0.4082525092201711
2022_1136_1463,0.5153855031214327
2022_1151_1159,0.5340398981510573
2022_1151_1161,0.4072482770099046
2022_1151_1163,0.39298916305750575
2022_1151_1166,0.47092950954836366
2022_1151_1168,0.7095357587551426
2022_1151_1172,0.4398205316578424
2022_1151_1174,0.6496246810607446
2022_1151_1181,0.30200086877500243
2022_1151_1209,0.6298376727407845
2022_1151_1211,0.24338021288053685
2022_1151_1222,0.29884347471182704
2022_1151_1228,0.37118147498092846
2022_1151_1231,0.5252725941689111
2022_1151_1234,0.312403340279821
2022_1151_1235,0.627565673210589
2022_1151_1240,0.6705512278249836
2022_1151_1242,0.2894829248852282
2022_1151_1246,0.30004233190383583
2022_1151_1255,0.5853109986373111
2022_1151_1260,0.4767947168356744
2022_1151_1261,0.5352403417575037
2022_1151_1266,0.5500697245998821
2022_1151_1272,0.4254392005899098
2022_1151_1274,0.47750904135737793
2022_1151_1276,0.47074382996513153
2022_1151_1277,0.46818365591805355
2022_1151_1286,0.5769969482865622
2022_1151_1293,0.4244520046281357
2022_1151_1308,0.5330549512043513
2022_1151_1313,0.6919876369380368
2022_1151_1314,0.39831413654191217
2022_1151_1323,0.48552155668442165
2022_1151_1326,0.4930331093482145
2022_1151_1344,0.4041940478655196
2022_1151_1345,0.28571892590518977
2022_1151_1350,0.48915673606670146
2022_1151_1353,0.5217371634464687
2022_1151_1355,0.4027273821679834
2022_1151_1361,0.4915524672196984
2022_1151_1362,0.531337633854938
2022_1151_1371,0.485694326933776
2022_1151_1388,0.4237640186893001
2022_1151_1389,0.6907419771360184
2022_1151_1394,0.7866177111923461
2022_1151_1395,0.5379812763169932
2022_1151_1397,0.3116821279790215
2022_1151_1400,0.4839919044688499
2022_1151_1403,0.40740111378517324
2022_1151_1411,0.7380819890341018
2022_1151_1412,0.45782945271677855
2022_1151_1417,0.35352757308069316
2022_1151_1425,0.4258104443049099
2022_1151_1436,0.4751800110703112
2022_1151_1437,0.28971415788986365
2022_1151_1439,0.36916191648273533
2022_1151_1458,0.42683507805799514
2022_1151_1460,0.6580618197510952
2022_1151_1461,0.5504854836923647
2022_1151_1463,0.6534303221168696
2022_1159_1161,0.3773147004484031
2022_1159_1163,0.3619694236603138
2022_1159_1166,0.4394669677869095
2022_1159_1168,0.678728945066102
2022_1159_1172,0.40692319746563155
2022_1159_1174,0.6170442824228091
2022_1159_1181,0.27732946228746835
2022_1159_1209,0.5959295139313885
2022_1159_1211,0.22294013285159348
2022_1159_1222,0.27489539355538667
2022_1159_1228,0.3416504611837793
2022_1159_1231,0.4910984960299048
2022_1159_1234,0.2867197335977889
2022_1159_1235,0.5921155615894316
2022_1159_1240,0.64089932917045
2022_1159_1242,0.2692898732468976
2022_1159_1246,0.2761305823969872
2022_1159_1255,0.55132647431215
2022_1159_1260,0.44121023847959007
2022_1159_1261,0.5011386191210531
2022_1159_1266,0.5145039093925841
2022_1159_1272,0.39435426827834547
2022_1159_1274,0.44461273312199084
2022_1159_1276,0.4373307738595704
2022_1159_1277,0.43415311790755184
2022_1159_1286,0.5426114953646546
2022_1159_1293,0.39143791000741696
2022_1159_1308,0.5002426983778149
2022_1159_1313,0.6629714628945067
2022_1159_1314,0.36994498753893323
2022_1159_1323,0.45135454421436016
2022_1159_1326,0.4596497107459595
2022_1159_1344,0.37669723601553873
2022_1159_1345,0.26178770042418475
2022_1159_1350,0.4561018805488658
2022_1159_1353,0.4870619197019491
2022_1159_1355,0.3698699871682642
2022_1159_1361,0.4597455488975236
2022_1159_1362,0.4967380718279938
2022_1159_1371,0.45291945021258667
2022_1159_1388,0.392934332956376
2022_1159_1389,0.6582939876041138
2022_1159_1394,0.7662930980257882
2022_1159_1395,0.5041284151456276
2022_1159_1397,0.29229798902711424
2022_1159_1400,0.45212185546776085
2022_1159_1403,0.37737636296126215
2022_1159_1411,0.7085935607914654
2022_1159_1412,0.42521035851326283
2022_1159_1417,0.3270500948426318
2022_1159_1425,0.39494237212327743
2022_1159_1436,0.44041466301715415
2022_1159_1437,0.2693108139518127
2022_1159_1439,0.34135940695439193
2022_1159_1458,0.39679609407346905
2022_1159_1460,0.6256166892861883
2022_1159_1461,0.515178706865892
2022_1159_1463,0.6201055685150438
2022_1161_1163,0.4811759638704812
2022_1161_1166,0.5675318882373435
2022_1161_1168,0.774031119709249
2022_1161_1172,0.5353273080337158
2022_1161_1174,0.7223567180056389
2022_1161_1181,0.38444660503175604
2022_1161_1209,0.7132955438187827
2022_1161_1211,0.3125021530886959
2022_1161_1222,0.3788211931025195
2022_1161_1228,0.45817587715403857
2022_1161_1231,0.6212752080785867
2022_1161_1234,0.3972789055511471
2022_1161_1235,0.716799414114136
2022_1161_1240,0.7301112348546437
2022_1161_1242,0.35643423009459224
2022_1161_1246,0.37771845256297887
2022_1161_1255,0.6663603781278897
2022_1161_1260,0.5720119724083844
2022_1161_1261,0.6309258017341763
2022_1161_1266,0.6449860223808302
2022_1161_1272,0.5171459189151129
2022_1161_1274,0.572690566189362
2022_1161_1276,0.565193066506448
2022_1161_1277,0.5620891947833048
2022_1161_1286,0.6643320087377714
2022_1161_1293,0.5215616570568181
2022_1161_1308,0.6258101961700918
2022_1161_1313,0.7531475009530362
2022_1161_1314,0.48993382849382394
2022_1161_1323,0.5805073590004073
2022_1161_1326,0.5880082105985702
2022_1161_1344,0.49393885701919293
2022_1161_1345,0.36927018716552196
2022_1161_1350,0.5858334135570573
2022_1161_1353,0.6181074641490928
2022_1161_1355,0.49951794103801395
2022_1161_1361,0.5897470273642511
2022_1161_1362,0.6223367636645505
2022_1161_1371,0.5824448060299284
2022_1161_1388,0.5163350651381617
2022_1161_1389,0.765636621117057
2022_1161_1394,0.8172754731879336
2022_1161_1395,0.633852063074545
2022_1161_1397,0.3751641913354132
2022_1161_1400,0.5819881783055076
2022_1161_1403,0.49669157550283394
2022_1161_1411,0.7967093522449376
2022_1161_1412,0.5531608500725008
2022_1161_1417,0.43644173055669966
2022_1161_1425,0.5188932603029323
2022_1161_1436,0.5685633312910814
2022_1161_1437,0.3526936228990939
2022_1161_1439,0.45882811428462145
2022_1161_1458,0.5188115356428781
2022_1161_1460,0.7262919722166143
2022_1161_1461,0.6422840905467342
2022_1161_1463,0.7349890404780585
2022_1163_1166,0.5861490674673562
2022_1163_1168,0.7843675933777529
2022_1163_1172,0.5540387523586392
2022_1163_1174,0.7343653079327424
2022_1163_1181,0.40207424266547936
2022_1163_1209,0.7289174269023722
2022_1163_1211,0.3288100017754567
2022_1163_1222,0.39617476385648526
2022_1163_1228,0.4776182037594243
2022_1163_1231,0.6383832584354732
2022_1163_1234,0.41469025091026973
2022_1163_1235,0.7308397245788529
2022_1163_1240,0.7386882007020423
2022_1163_1242,0.372995208818511
2022_1163_1246,0.3944408882770255
2022_1163_1255,0.6786433860273744
2022_1163_1260,0.5888584546795359
2022_1163_1261,0.6488013855314891
2022_1163_1266,0.6623277469337637
2022_1163_1272,0.5369151346655101
2022_1163_1274,0.5912209816370754
2022_1163_1276,0.583186975560652
2022_1163_1277,0.5812207666675927
2022_1163_1286,0.6778332171687625
2022_1163_1293,0.537473478817913
2022_1163_1308,0.6423437628029459
2022_1163_1313,0.7634122993339203
2022_1163_1314,0.5086492146894102
2022_1163_1323,0.5991672359231894
2022_1163_1326,0.6049797306384155
2022_1163_1344,0.512422626280959
2022_1163_1345,0.38778789749028664
2022_1163_1350,0.604018214410724
2022_1163_1353,0.6361814546183682
2022_1163_1355,0.5165114662721048
2022_1163_1361,0.6091590097625058
2022_1163_1362,0.6388505438819163
2022_1163_1371,0.6009242223320539
2022_1163_1388,0.5348501975437994
2022_1163_1389,0.7774061314553807
2022_1163_1394,0.8231208497327784
2022_1163_1395,0.6506305217425283
2022_1163_1397,0.3907823989367971
2022_1163_1400,0.5990371249558782
2022_1163_1403,0.5155845871798815
2022_1163_1411,0.8072205644499276
2022_1163_1412,0.5708844465934049
2022_1163_1417,0.4544433543427019
2022_1163_1425,0.5377779762115679
2022_1163_1436,0.5852044303810393
2022_1163_1437,0.36858356624433186
2022_1163_1439,0.47789064449001417
2022_1163_1458,0.5371060794124803
2022_1163_1460,0.7382537091350457
2022_1163_1461,0.6576089693183367
2022_1163_1463,0.7486961375134928
2022_1166_1168,0.7115487920292947
2022_1166_1172,0.47077388614149973
2022_1166_1174,0.657292405842031
2022_1166_1181,0.3246251062422668
2022_1166_1209,0.651340022187679
2022_1166_1211,0.2571734372001783
2022_1166_1222,0.3192335453448117
2022_1166_1228,0.3938821350281956
2022_1166_1231,0.5536002312562069
2022_1166_1234,0.33567676156148674
2022_1166_1235,0.6533791258966433
2022_1166_1240,0.6702767962348581
2022_1166_1242,0.29236866905219994
2022_1166_1246,0.31504309767116323
2022_1166_1255,0.6026590139788305
2022_1166_1260,0.5062581865613461
2022_1166_1261,0.5625922894431901
2022_1166_1266,0.5783222661975549
2022_1166_1272,0.44735115860215113
2022_1166_1274,0.5055881930246808
2022_1166_1276,0.49730739720271067
2022_1166_1277,0.493828090523335
2022_1166_1286,0.5969248321494586
2022_1166_1293,0.460988692534693
2022_1166_1308,0.558898728826993
2022_1166_1313,0.6895395707885447
2022_1166_1314,0.4212241469366562
2022_1166_1323,0.5135805604791498
2022_1166_1326,0.5222448210802716
2022_1166_1344,0.42541488712594705
2022_1166_1345,0.3136894362434207
2022_1166_1350,0.5177179253046424
2022_1166_1353,0.5501081940408137
2022_1166_1355,0.4417389806922296
2022_1166_1361,0.5239006706001088
2022_1166_1362,0.557141267965467
2022_1166_1371,0.5137055640993089
2022_1166_1388,0.4479597594341546
2022_1166_1389,0.7044345646295816
2022_1166_1394,0.7562475835928731
2022_1166_1395,0.5660616155207587
2022_1166_1397,0.3091636306467881
